ID	Name	Handedness	Height	Weight	Batting Average	Home Runs	Body Mass Index	NZ	Sqrt-HR	BMI-Type	R Handed	L Handed	B Handed	737	316	104	HR Norm	1/Weight
658	Sonny Jackson	L	69	150	0.25	7	22.14870825	1	2.645751311	"(16,23]"	0	1	0	0	7	0	22.15189873	0.316
659	Mark Mercer	L	77	220	0	0	26.08534323	0	0	"(25,32]"	0	1	0	0	0	0	0	0.316
660	Rodney Scott	B	72	160	0.24	3	21.69753086	1	1.732050808	"(16,23]"	0	0	1	0	0	3	28.84615385	0.104
661	Rich Coggins	L	68	170	0.27	12	25.84558824	1	3.464101615	"(25,32]"	0	1	0	0	12	0	37.97468354	0.316
662	Phil Gagliano	R	73	180	0.24	14	23.74554325	1	3.741657387	"(23,25]"	1	0	0	14	0	0	18.99592944	0.737
663	Jerry McNertney	R	72	180	0.24	27	24.40972222	1	5.196152423	"(23,25]"	1	0	0	27	0	0	36.63500678	0.737
664	Mitchell Page	L	74	205	0.27	72	26.31756757	1	8.485281374	"(25,32]"	0	1	0	0	72	0	227.8481013	0.316
665	Kiko Garcia	R	71	180	0.24	12	25.10216227	1	3.464101615	"(25,32]"	1	0	0	12	0	0	16.28222524	0.737
666	Larry Milbourne	B	72	161	0.25	11	21.83314043	1	3.31662479	"(16,23]"	0	0	1	0	0	11	105.7692308	0.104
667	Bill Sudakis	B	73	190	0.23	59	25.0647401	1	7.681145748	"(25,32]"	0	0	1	0	0	59	567.3076923	0.104
668	John Caneira	R	75	180	0	0	22.496	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
669	Domingo Ramos	R	70	154	0.24	8	22.09428571	1	2.828427125	"(16,23]"	1	0	0	8	0	0	10.85481682	0.737
670	Ron Oester	B	74	185	0.27	42	23.75	1	6.480740698	"(23,25]"	0	0	1	0	0	42	403.8461538	0.104
671	Glenn Adams	L	73	180	0.28	34	23.74554325	1	5.830951895	"(23,25]"	0	1	0	0	34	0	107.5949367	0.316
672	Clint Zavaras	R	73	175	0	0	23.08594483	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
673	Joe Morgan	L	67	160	0.27	268	25.05680552	1	16.37070554	"(25,32]"	0	1	0	0	268	0	848.1012658	0.316
674	R.J. Reynolds	B	72	190	0.27	35	25.7658179	1	5.916079783	"(25,32]"	0	0	1	0	0	35	336.5384615	0.104
675	Mike Parrott	R	76	210	0	0	25.55921053	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
676	Lee Thomas	L	74	195	0.26	106	25.03378378	1	10.29563014	"(25,32]"	0	1	0	0	106	0	335.443038	0.316
677	Ray Fosse	R	74	215	0.26	61	27.60135135	1	7.810249676	"(25,32]"	1	0	0	61	0	0	82.76797829	0.737
678	Paul Popovich	B	72	175	0.23	14	23.73167438	1	3.741657387	"(23,25]"	0	0	1	0	0	14	134.6153846	0.104
679	John Stephenson	L	71	180	0.22	12	25.10216227	1	3.464101615	"(25,32]"	0	1	0	0	12	0	37.97468354	0.316
680	Doug Clemens	L	72	180	0.23	12	24.40972222	1	3.464101615	"(23,25]"	0	1	0	0	12	0	37.97468354	0.316
681	Luis Aponte	R	72	185	0	0	25.08777006	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
682	Orlando Mercado	R	72	180	0.2	7	24.40972222	1	2.645751311	"(23,25]"	1	0	0	7	0	0	9.497964722	0.737
683	Charley Smith	R	73	170	0.24	69	22.42634641	1	8.306623863	"(16,23]"	1	0	0	69	0	0	93.62279512	0.737
684	Paul Boris	R	74	200	0	0	25.67567568	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
685	Buddy Biancalana	B	71	160	0.21	6	22.31303313	1	2.449489743	"(16,23]"	0	0	1	0	0	6	57.69230769	0.104
686	De Wayne Buice	R	72	170	0	0	23.05362654	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
687	Bob Uecker	R	73	190	0.2	14	25.0647401	1	3.741657387	"(25,32]"	1	0	0	14	0	0	18.99592944	0.737
688	Felix Torres	R	71	165	0.25	27	23.01031541	1	5.196152423	"(23,25]"	1	0	0	27	0	0	36.63500678	0.737
689	Steve Braun	L	70	180	0.27	52	25.8244898	1	7.211102551	"(25,32]"	0	1	0	0	52	0	164.556962	0.316
690	Ray Knight	R	73	185	0.27	84	24.40514168	1	9.16515139	"(23,25]"	1	0	0	84	0	0	113.9755767	0.737
691	Ty Cline	L	72	170	0.24	6	23.05362654	1	2.449489743	"(23,25]"	0	1	0	0	6	0	18.98734177	0.316
692	Thad Bosley	L	75	175	0.27	20	21.87111111	1	4.472135955	"(16,23]"	0	1	0	0	20	0	63.29113924	0.316
693	Bobby Grich	R	74	180	0.27	224	23.10810811	1	14.96662955	"(23,25]"	1	0	0	224	0	0	303.9348711	0.737
694	Jimmie Hall	L	72	175	0.25	121	23.73167438	1	11	"(23,25]"	0	1	0	0	121	0	382.9113924	0.316
695	John Boccabella	R	73	195	0.22	26	25.72433853	1	5.099019514	"(25,32]"	1	0	0	26	0	0	35.27815468	0.737
696	Brock Davis	L	70	160	0.26	1	22.95510204	1	1	"(16,23]"	0	1	0	0	1	0	3.164556962	0.316
697	Mark Esser	R	73	190	0	0	25.0647401	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
698	Curt Blefary	L	74	195	0.24	112	25.03378378	1	10.58300524	"(25,32]"	0	1	0	0	112	0	354.4303797	0.316
699	Daryl Smith	R	76	185	0	0	22.51644737	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
700	Dave Smith	R	73	190	0	0	25.0647401	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
701	Mack Jones	L	73	180	0.25	133	23.74554325	1	11.53256259	"(23,25]"	0	1	0	0	133	0	420.8860759	0.316
702	Buddy Bradford	R	71	170	0.23	52	23.7075977	1	7.211102551	"(23,25]"	1	0	0	52	0	0	70.55630936	0.737
703	Hosken Powell	L	73	175	0.26	17	23.08594483	1	4.123105626	"(23,25]"	0	1	0	0	17	0	53.79746835	0.316
704	Dave Stapleton	L	73	185	0	0	24.40514168	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
705	Dave Stapleton	R	73	178	0.27	41	23.48170388	1	6.403124237	"(23,25]"	1	0	0	41	0	0	55.63093623	0.737
706	Gary Ward	R	74	195	0.28	130	25.03378378	1	11.40175425	"(25,32]"	1	0	0	130	0	0	176.3907734	0.737
707	Jim Lonborg	R	77	200	0.14	3	23.71394839	1	1.732050808	"(23,25]"	1	0	0	3	0	0	4.070556309	0.737
708	Joe Lis	R	72	175	0.23	32	23.73167438	1	5.656854249	"(23,25]"	1	0	0	32	0	0	43.4192673	0.737
709	Dan Meyer	L	71	180	0.25	86	25.10216227	1	9.273618495	"(25,32]"	0	1	0	0	86	0	272.1518987	0.316
710	Jim Holt	L	72	180	0.27	19	24.40972222	1	4.358898944	"(23,25]"	0	1	0	0	19	0	60.12658228	0.316
711	Tom Klawitter	R	74	190	0	0	24.39189189	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
712	Larry Herndon	R	75	190	0.27	107	23.74577778	1	10.34408043	"(23,25]"	1	0	0	107	0	0	145.183175	0.737
713	Gary Christenson	L	77	200	0	0	23.71394839	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
714	Jim Wright	R	77	205	0	0	24.3067971	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
715	Jim Wright	R	73	165	0	0	21.76674798	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
716	Wallace Johnson	B	72	173	0.26	5	23.46045525	1	2.236067977	"(23,25]"	0	0	1	0	0	5	48.07692308	0.104
717	Mike Kinnunen	L	73	185	0	0	24.40514168	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
718	Eddie Leon	R	72	170	0.24	24	23.05362654	1	4.898979486	"(23,25]"	1	0	0	24	0	0	32.56445047	0.737
719	Dave Rajsich	L	77	175	0	0	20.74970484	0	0	"(16,23]"	0	1	0	0	0	0	0	0.316
720	Jim Wohlford	R	71	175	0.26	21	24.40487998	1	4.582575695	"(23,25]"	1	0	0	21	0	0	28.49389417	0.737
721	J.R. Richard	R	80	222	0.17	10	24.3853125	1	3.16227766	"(23,25]"	1	0	0	10	0	0	13.56852103	0.737
722	Bill Voss	L	74	160	0.23	19	20.54054054	1	4.358898944	"(16,23]"	0	1	0	0	19	0	60.12658228	0.316
723	Keith Moreland	R	72	190	0.28	121	25.7658179	1	11	"(25,32]"	1	0	0	121	0	0	164.1791045	0.737
724	Ramon Pena	R	70	155	0	0	22.2377551	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
725	Alex Johnson	R	72	205	0.29	78	27.79996142	1	8.831760866	"(25,32]"	1	0	0	78	0	0	105.834464	0.737
726	Wayne Krenchicki	L	73	180	0.27	15	23.74554325	1	3.872983346	"(23,25]"	0	1	0	0	15	0	47.46835443	0.316
727	Chico Escarrega	R	71	185	0	0	25.79944455	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
728	Dave Rosello	R	71	160	0.24	10	22.31303313	1	3.16227766	"(16,23]"	1	0	0	10	0	0	13.56852103	0.737
729	Cardell Camper	R	75	208	0	0	25.99537778	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
730	Paul Schaal	R	71	165	0.24	57	23.01031541	1	7.549834435	"(23,25]"	1	0	0	57	0	0	77.34056988	0.737
731	Tito Landrum	R	71	175	0.25	13	24.40487998	1	3.605551275	"(23,25]"	1	0	0	13	0	0	17.63907734	0.737
732	Dave Edwards	R	72	170	0.24	14	23.05362654	1	3.741657387	"(23,25]"	1	0	0	14	0	0	18.99592944	0.737
733	Mario Guerrero	R	70	155	0.26	7	22.2377551	1	2.645751311	"(16,23]"	1	0	0	7	0	0	9.497964722	0.737
734	Tom Tresh	B	73	180	0.25	153	23.74554325	1	12.36931688	"(23,25]"	0	0	1	0	0	153	1471.153846	0.104
735	Mike Overy	R	74	190	0	0	24.39189189	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
736	Ron Roenicke	B	72	180	0.24	17	24.40972222	1	4.123105626	"(23,25]"	0	0	1	0	0	17	163.4615385	0.104
737	Doug Griffin	R	72	160	0.25	7	21.69753086	1	2.645751311	"(16,23]"	1	0	0	7	0	0	9.497964722	0.737
738	Steve Blass	R	72	165	0.17	1	22.3755787	1	1	"(16,23]"	1	0	0	1	0	0	1.356852103	0.737
739	Johnnie LeMaster	R	74	165	0.22	22	21.18243243	1	4.69041576	"(16,23]"	1	0	0	22	0	0	29.85074627	0.737
740	Craig Chamberlain	R	73	190	0	0	25.0647401	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
741	Nate Oliver	R	70	160	0.23	2	22.95510204	1	1.414213562	"(16,23]"	1	0	0	2	0	0	2.713704206	0.737
742	Ray Sadecki	L	71	180	0.19	5	25.10216227	1	2.236067977	"(25,32]"	0	1	0	0	5	0	15.82278481	0.316
743	Ken Rudolph	R	73	180	0.21	6	23.74554325	1	2.449489743	"(23,25]"	1	0	0	6	0	0	8.141112619	0.737
744	Wayne Nordhagen	R	74	205	0.28	39	26.31756757	1	6.244997998	"(25,32]"	1	0	0	39	0	0	52.91723202	0.737
745	Biff Pocoroba	B	70	175	0.26	21	25.10714286	1	4.582575695	"(25,32]"	0	0	1	0	0	21	201.9230769	0.104
746	Len Matuszek	L	74	190	0.23	30	24.39189189	1	5.477225575	"(23,25]"	0	1	0	0	30	0	94.93670886	0.316
747	Frank Eufemia	R	71	185	0	0	25.79944455	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
748	Joe Lefebvre	L	70	170	0.26	31	24.38979592	1	5.567764363	"(23,25]"	0	1	0	0	31	0	98.10126582	0.316
749	Jim Maloney	L	74	190	0.2	7	24.39189189	1	2.645751311	"(23,25]"	0	1	0	0	7	0	22.15189873	0.316
750	Andre Robertson	R	70	155	0.25	5	22.2377551	1	2.236067977	"(16,23]"	1	0	0	5	0	0	6.784260516	0.737
751	Jerry Zimmerman	R	74	185	0.2	3	23.75	1	1.732050808	"(23,25]"	1	0	0	3	0	0	4.070556309	0.737
752	Jack Lazorko	R	71	200	0	0	27.89129141	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
753	Mike Paxton	R	71	190	0	0	26.49672684	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
754	Chet Lemon	R	72	190	0.27	215	25.7658179	1	14.6628783	"(25,32]"	1	0	0	215	0	0	291.7232022	0.737
755	Rickey Keeton	R	74	190	0	0	24.39189189	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
756	Phil Mankowski	L	72	180	0.26	8	24.40972222	1	2.828427125	"(23,25]"	0	1	0	0	8	0	25.3164557	0.316
757	Cleon Jones	R	72	185	0.28	93	25.08777006	1	9.643650761	"(25,32]"	1	0	0	93	0	0	126.1872456	0.737
758	Joaquin Andujar	B	72	170	0.13	5	23.05362654	1	2.236067977	"(23,25]"	0	0	1	0	0	5	48.07692308	0.104
759	Mike Lum	L	72	180	0.25	90	24.40972222	1	9.486832981	"(23,25]"	0	1	0	0	90	0	284.8101266	0.316
760	Johnny Grubb	L	75	175	0.28	99	21.87111111	1	9.949874371	"(16,23]"	0	1	0	0	99	0	313.2911392	0.316
761	Curt Motton	R	68	164	0.21	25	24.933391	1	5	"(23,25]"	1	0	0	25	0	0	33.92130258	0.737
762	Johnny Bench	R	73	197	0.27	389	25.98817789	1	19.72308292	"(25,32]"	1	0	0	389	0	0	527.8154681	0.737
763	Dale Berra	R	72	180	0.24	49	24.40972222	1	7	"(23,25]"	1	0	0	49	0	0	66.48575305	0.737
764	Terry Felton	R	73	180	0	0	23.74554325	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
765	Bob Meacham	B	73	175	0.24	8	23.08594483	1	2.828427125	"(23,25]"	0	0	1	0	0	8	76.92307692	0.104
766	Mark Clear	R	76	200	0	0	24.34210526	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
767	Carl Warwick	R	70	170	0.25	31	24.38979592	1	5.567764363	"(23,25]"	1	0	0	31	0	0	42.0624152	0.737
768	Sam Bowens	R	73	188	0.22	45	24.80090073	1	6.708203932	"(23,25]"	1	0	0	45	0	0	61.05834464	0.737
769	George Wright	B	71	180	0.25	42	25.10216227	1	6.480740698	"(25,32]"	0	0	1	0	0	42	403.8461538	0.104
770	Luis Aguayo	R	69	173	0.24	37	25.54484352	1	6.08276253	"(25,32]"	1	0	0	37	0	0	50.20352782	0.737
771	Hal Lanier	R	74	180	0.23	8	23.10810811	1	2.828427125	"(23,25]"	1	0	0	8	0	0	10.85481682	0.737
772	Mike Pazik	L	74	195	0	0	25.03378378	0	0	"(25,32]"	0	1	0	0	0	0	0	0.316
773	Len Randle	B	70	169	0.26	27	24.24632653	1	5.196152423	"(23,25]"	0	0	1	0	0	27	259.6153846	0.104
774	Greg Pryor	R	72	180	0.25	14	24.40972222	1	3.741657387	"(23,25]"	1	0	0	14	0	0	18.99592944	0.737
775	Jim Traber	L	72	194	0.23	27	26.30825617	1	5.196152423	"(25,32]"	0	1	0	0	27	0	85.44303797	0.316
776	Dave Nelson	R	70	160	0.24	20	22.95510204	1	4.472135955	"(16,23]"	1	0	0	20	0	0	27.13704206	0.737
777	Lynn Jones	R	69	175	0.25	7	25.84015963	1	2.645751311	"(25,32]"	1	0	0	7	0	0	9.497964722	0.737
778	Bryan Little	B	70	160	0.25	3	22.95510204	1	1.732050808	"(16,23]"	0	0	1	0	0	3	28.84615385	0.104
779	Ken Suarez	R	69	175	0.23	5	25.84015963	1	2.236067977	"(25,32]"	1	0	0	5	0	0	6.784260516	0.737
780	Rick Peters	B	69	170	0.28	2	25.10186936	1	1.414213562	"(25,32]"	0	0	1	0	0	2	19.23076923	0.104
781	Ron Stone	L	74	185	0.24	6	23.75	1	2.449489743	"(23,25]"	0	1	0	0	6	0	18.98734177	0.316
782	Rich Barnes	R	76	186	0	0	22.63815789	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
783	Tommie Agee	R	71	195	0.26	130	27.19400913	1	11.40175425	"(25,32]"	1	0	0	130	0	0	176.3907734	0.737
784	Bob Bailey	R	73	180	0.26	189	23.74554325	1	13.74772708	"(23,25]"	1	0	0	189	0	0	256.4450475	0.737
785	Cap Peterson	R	74	195	0.23	19	25.03378378	1	4.358898944	"(25,32]"	1	0	0	19	0	0	25.78018996	0.737
786	Ted Uhlaender	L	74	190	0.26	36	24.39189189	1	6	"(23,25]"	0	1	0	0	36	0	113.9240506	0.316
787	Ted Simmons	B	71	193	0.29	248	26.91509621	1	15.74801575	"(25,32]"	0	0	1	0	0	248	2384.615385	0.104
788	Bobby Murcer	L	71	160	0.28	252	22.31303313	1	15.87450787	"(16,23]"	0	1	0	0	252	0	797.4683544	0.316
789	Dick Tracewski	R	71	160	0.21	8	22.31303313	1	2.828427125	"(16,23]"	1	0	0	8	0	0	10.85481682	0.737
790	Dave Frost	R	78	235	0	0	27.15401052	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
791	Mark Souza	L	72	180	0	0	24.40972222	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
792	Bill Nahorodny	R	74	200	0.24	25	25.67567568	1	5	"(25,32]"	1	0	0	25	0	0	33.92130258	0.737
793	Bill Madlock	R	71	180	0.31	163	25.10216227	1	12.76714533	"(25,32]"	1	0	0	163	0	0	221.1668928	0.737
794	Bob Boone	R	74	195	0.25	105	25.03378378	1	10.24695077	"(25,32]"	1	0	0	105	0	0	142.4694708	0.737
795	Rick Jones	L	77	190	0	0	22.52825097	0	0	"(16,23]"	0	1	0	0	0	0	0	0.316
796	Steve Kemp	L	72	195	0.28	130	26.44386574	1	11.40175425	"(25,32]"	0	1	0	0	130	0	411.3924051	0.316
797	Rick Burleson	R	70	165	0.27	50	23.67244898	1	7.071067812	"(23,25]"	1	0	0	50	0	0	67.84260516	0.737
798	Jim Dorsey	R	79	190	0	0	21.40201891	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
799	Mark Ciardi	R	72	180	0	0	24.40972222	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
800	Dennis Burtt	R	72	180	0	0	24.40972222	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
801	Carl Taylor	R	74	200	0.27	10	25.67567568	1	3.16227766	"(25,32]"	1	0	0	10	0	0	13.56852103	0.737
802	Terry Harmon	R	74	180	0.23	4	23.10810811	1	2	"(23,25]"	1	0	0	4	0	0	5.427408412	0.737
803	Mike Hargrove	L	72	195	0.29	80	26.44386574	1	8.94427191	"(25,32]"	0	1	0	0	80	0	253.164557	0.316
804	Rich Yett	R	74	187	0	0	24.00675676	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
805	Steve Hovley	L	70	188	0.26	8	26.9722449	1	2.828427125	"(25,32]"	0	1	0	0	8	0	25.3164557	0.316
806	Don Leppert	R	74	220	0.23	15	28.24324324	1	3.872983346	"(25,32]"	1	0	0	15	0	0	20.35278155	0.737
807	Matt Williams	R	73	200	0	0	26.38393695	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
808	Jim Burton	R	75	195	0	0	24.37066667	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
809	Rick Anderson	R	74	210	0	0	26.95945946	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
810	Charlie Mitchell	R	75	170	0	0	21.24622222	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
811	Bill Paschall	R	72	175	0	0	23.73167438	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
812	John Bohnet	B	72	175	0	0	23.73167438	0	0	"(23,25]"	0	0	1	0	0	0	0	0.104
813	Byron McLaughlin	R	73	175	0	0	23.08594483	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
814	Lee May	R	75	195	0.27	354	24.37066667	1	18.81488772	"(23,25]"	1	0	0	354	0	0	480.3256445	0.737
815	Luis Quintana	L	74	175	0	0	22.46621622	0	0	"(16,23]"	0	1	0	0	0	0	0	0.316
816	Sam McDowell	L	77	190	0.15	2	22.52825097	1	1.414213562	"(16,23]"	0	1	0	0	2	0	6.329113924	0.316
817	Rick Renick	R	72	188	0.22	20	25.49459877	1	4.472135955	"(25,32]"	1	0	0	20	0	0	27.13704206	0.737
818	Jeff Torborg	R	72	195	0.21	8	26.44386574	1	2.828427125	"(25,32]"	1	0	0	8	0	0	10.85481682	0.737
819	Dave Campbell	R	73	180	0.21	20	23.74554325	1	4.472135955	"(23,25]"	1	0	0	20	0	0	27.13704206	0.737
820	Pat Kelly	L	73	185	0.26	76	24.40514168	1	8.717797887	"(23,25]"	0	1	0	0	76	0	240.5063291	0.316
821	Al Weis	B	72	160	0.22	7	21.69753086	1	2.645751311	"(16,23]"	0	0	1	0	0	7	67.30769231	0.104
822	Jerry Turner	L	69	180	0.26	45	26.57844991	1	6.708203932	"(25,32]"	0	1	0	0	45	0	142.4050633	0.316
823	Rick Auerbach	R	72	165	0.22	9	22.3755787	1	3	"(16,23]"	1	0	0	9	0	0	12.21166893	0.737
824	Keith Macwhorter	R	76	190	0	0	23.125	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
825	Don Wilson	R	74	195	0.15	1	25.03378378	1	1	"(25,32]"	1	0	0	1	0	0	1.356852103	0.737
826	Jaime Cocanower	R	76	200	0	0	24.34210526	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
827	Jeff Sellers	R	73	175	0	0	23.08594483	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
828	Sandy Valdespino	L	68	170	0.23	7	25.84558824	1	2.645751311	"(25,32]"	0	1	0	0	7	0	22.15189873	0.316
829	Steve Senteney	R	74	205	0	0	26.31756757	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
830	Howard Bailey	R	72	195	0	0	26.44386574	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
831	Jeff Bettendorf	R	75	180	0	0	22.496	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
832	Ken Phelps	L	73	209	0.24	123	27.57121411	1	11.09053651	"(25,32]"	0	1	0	0	123	0	389.2405063	0.316
833	Cesar Cedeno	R	74	175	0.29	199	22.46621622	1	14.10673598	"(16,23]"	1	0	0	199	0	0	270.0135685	0.737
834	Bob Davidson	R	72	185	0	0	25.08777006	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
835	Phil Linz	R	73	180	0.24	11	23.74554325	1	3.31662479	"(23,25]"	1	0	0	11	0	0	14.92537313	0.737
836	Manny Mota	R	70	160	0.3	31	22.95510204	1	5.567764363	"(16,23]"	1	0	0	31	0	0	42.0624152	0.737
837	Brian Snyder	L	75	185	0	0	23.12088889	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
838	Steve Renko	R	77	230	0.22	6	27.27104065	1	2.449489743	"(25,32]"	1	0	0	6	0	0	8.141112619	0.737
839	Rick Sofield	L	73	195	0.24	9	25.72433853	1	3	"(25,32]"	0	1	0	0	9	0	28.48101266	0.316
840	Carlos Velazquez	R	71	180	0	0	25.10216227	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
841	Roger Miller	R	75	200	0	0	24.99555556	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
842	Doug DeCinces	R	74	190	0.26	237	24.39189189	1	15.39480432	"(23,25]"	1	0	0	237	0	0	321.5739484	0.737
843	John Castino	R	71	175	0.28	41	24.40487998	1	6.403124237	"(23,25]"	1	0	0	41	0	0	55.63093623	0.737
844	Dave May	L	70	186	0.25	96	26.68530612	1	9.797958971	"(25,32]"	0	1	0	0	96	0	303.7974684	0.316
845	Ron Washington	R	71	155	0.26	20	21.61575084	1	4.472135955	"(16,23]"	1	0	0	20	0	0	27.13704206	0.737
846	Billy Grabarkewitz	R	70	165	0.24	28	23.67244898	1	5.291502622	"(23,25]"	1	0	0	28	0	0	37.99185889	0.737
847	Willie Aikens	L	75	220	0.27	110	27.49511111	1	10.48808848	"(25,32]"	0	1	0	0	110	0	348.1012658	0.316
848	Earl Williams	R	75	215	0.25	138	26.87022222	1	11.74734012	"(25,32]"	1	0	0	138	0	0	187.2455902	0.737
849	Willie Mueller	R	76	220	0	0	26.77631579	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
850	John Flinn	R	72	175	0	0	23.73167438	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
851	Don Hahn	R	73	180	0.24	7	23.74554325	1	2.645751311	"(23,25]"	1	0	0	7	0	0	9.497964722	0.737
852	Todd Cruz	R	72	175	0.22	34	23.73167438	1	5.830951895	"(23,25]"	1	0	0	34	0	0	46.13297151	0.737
853	Tom Egan	R	76	218	0.2	22	26.53289474	1	4.69041576	"(25,32]"	1	0	0	22	0	0	29.85074627	0.737
854	Bob Heise	R	72	175	0.25	1	23.73167438	1	1	"(23,25]"	1	0	0	1	0	0	1.356852103	0.737
855	Tommy Harper	R	69	165	0.26	146	24.36357908	1	12.08304597	"(23,25]"	1	0	0	146	0	0	198.1004071	0.737
856	Joe Wallis	B	71	180	0.24	16	25.10216227	1	4	"(25,32]"	0	0	1	0	0	16	153.8461538	0.104
857	Max Alvis	R	71	185	0.25	111	25.79944455	1	10.53565375	"(25,32]"	1	0	0	111	0	0	150.6105834	0.737
858	Rico Carty	R	75	200	0.3	204	24.99555556	1	14.28285686	"(23,25]"	1	0	0	204	0	0	276.797829	0.737
859	Mike Cubbage	L	72	180	0.26	34	24.40972222	1	5.830951895	"(23,25]"	0	1	0	0	34	0	107.5949367	0.316
860	Les Straker	R	73	193	0	0	25.46049916	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
861	Merritt Ranew	L	71	170	0.25	8	23.7075977	1	2.828427125	"(23,25]"	0	1	0	0	8	0	25.3164557	0.316
862	Lyman Bostock	L	73	180	0.31	23	23.74554325	1	4.795831523	"(23,25]"	0	1	0	0	23	0	72.78481013	0.316
863	Damaso Garcia	R	73	165	0.28	36	21.76674798	1	6	"(16,23]"	1	0	0	36	0	0	48.84667571	0.737
864	Don Kainer	R	75	205	0	0	25.62044444	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
865	Don Gordon	R	73	175	0	0	23.08594483	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
866	Roy Howell	L	73	190	0.26	80	25.0647401	1	8.94427191	"(25,32]"	0	1	0	0	80	0	253.164557	0.316
867	Boog Powell	L	76	230	0.27	339	27.99342105	1	18.41195264	"(25,32]"	0	1	0	0	339	0	1072.78481	0.316
868	Sandy Wihtol	R	73	195	0	0	25.72433853	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
869	Sonny Siebert	R	75	190	0.17	12	23.74577778	1	3.464101615	"(23,25]"	1	0	0	12	0	0	16.28222524	0.737
870	Jeff Richardson	R	75	185	0	0	23.12088889	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
871	Bobby Darwin	R	74	190	0.25	83	24.39189189	1	9.110433579	"(23,25]"	1	0	0	83	0	0	112.6187246	0.737
872	Dennis DeBarr	L	74	190	0	0	24.39189189	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
873	Dan Driessen	L	71	187	0.27	153	26.07835747	1	12.36931688	"(25,32]"	0	1	0	0	153	0	484.1772152	0.316
874	Bruce Miller	R	73	185	0.25	1	24.40514168	1	1	"(23,25]"	1	0	0	1	0	0	1.356852103	0.737
875	Bob Bailor	R	71	170	0.26	9	23.7075977	1	3	"(23,25]"	1	0	0	9	0	0	12.21166893	0.737
876	Tommy Helms	R	70	165	0.27	34	23.67244898	1	5.830951895	"(23,25]"	1	0	0	34	0	0	46.13297151	0.737
877	Tony Armas	R	71	182	0.25	251	25.38107518	1	15.84297952	"(25,32]"	1	0	0	251	0	0	340.5698779	0.737
878	Willie Horton	R	71	209	0.27	325	29.14639952	1	18.02775638	"(25,32]"	1	0	0	325	0	0	440.9769335	0.737
